VIN (1-10),County,City,State,Postal_Code,Model Year,Make,Model,Electric Vehicle Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Vehicle_Location,Electric_Utility,2020_Census_Tract
7SAYGDEE4P,King,Kent,WA,98030,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,250947308,POINT (-122.199755 47.37483),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
5YJ3E1EA0N,King,Woodinville,WA,98072,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,251584105,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032319
WP0AA2Y17N,King,Bellevue,WA,98004,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,225861737,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
1GYKPMRLXR,King,Des Moines,WA,98198,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30,262060949,POINT (-122.3219166 47.4013897),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030003
7SAYGDEE4P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,260796833,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803
5YJ3E1EB3J,King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,229447732,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006
7SAYGDEE2P,King,Auburn,WA,98092,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,244836189,POINT (-122.1820969 47.3198995),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
KL8CK6S00G,Yakima,Yakima,WA,98903,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,14,332341264,POINT (-120.477805 46.553505),PACIFICORP,53077002803
WAUUPBFF9G,King,Seattle,WA,98103,2016,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,43,198988891,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800
WP0BC2Y1XN,King,Kirkland,WA,98034,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,207061634,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
5YJ3E1EA1J,King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45,475103947,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
1C4JJXN66P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,234988015,POINT (-122.271716 47.452837),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
KM8KNDAF9P,Kitsap,Silverdale,WA,98383,2023,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,256037806,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091302
55SWF4HB0G,King,Kirkland,WA,98034,2016,MERCEDES-BENZ,C-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,11,0,45,255084833,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
7SAYGDEE1P,King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,238880652,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903
1G1FZ6S04P,Snohomish,Bothell,WA,98012,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,228536591,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051921
5YJSA1E56N,King,Kirkland,WA,98034,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,216581781,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203
7PDSGABA9P,King,Bellevue,WA,98004,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,264707922,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
KNDJX3AEXG,King,Auburn,WA,98002,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,31,168833031,POINT (-122.222855 47.305065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030802
7SAYGDEE6P,Snohomish,Lynnwood,WA,98087,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,228211560,POINT (-122.27336 47.861417),PUGET SOUND ENERGY INC,53061042004
5YJ3E1EB0L,King,Shoreline,WA,98155,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,32,1929854,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021100
WAUUPBFF9J,King,Seattle,WA,98103,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,46,262631736,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001800
1G1FZ6S08M,King,Bellevue,WA,98004,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,152076900,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
5YJ3E1EB6K,King,Newcastle,WA,98056,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,41,128695780,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703
7PDSGABL8N,King,Kirkland,WA,98033,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,230267957,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701
1FADP5FU0H,King,Seattle,WA,98125,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,46,350448402,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000800
WBY73AW04N,King,Kirkland,WA,98033,2022,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,209941889,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
1N4BZ0CP2G,King,Seattle,WA,98125,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,348645972,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001202
7SAYGDEE9P,King,Kirkland,WA,98034,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,235036014,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022201
1N4AZ1CP6L,Kitsap,Bremerton,WA,98310,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,0,23,127191921,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080400
5YJ3E1EC8P,King,Kirkland,WA,98034,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,230786216,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
7SAYGDEE2N,King,Seattle,WA,98122,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,190054665,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
7SAYGDEE6P,King,Kirkland,WA,98033,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,225865209,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
7SAXCAE51P,King,Kirkland,WA,98034,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,241460334,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904
5YJ3E1EBXP,King,Seattle,WA,98178,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,225988689,POINT (-122.2453 47.499708),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902
KNDPZDAH1P,King,Seattle,WA,98133,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,32,257286949,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000403
KL8CL6S05F,Kitsap,Bainbridge Island,WA,98110,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,23,253392856,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035091002
5YJ3E1EA1M,King,Bellevue,WA,98008,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,137406412,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000
WVGGNPE23M,King,Seattle,WA,98125,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,209198216,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601
JTDACACU5R,King,Seattle,WA,98125,2024,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,46,260535586,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602
1G1RD6S59K,King,Seattle,WA,98116,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,34,114305817,POINT (-122.395519 47.572137),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009600
JTDKARFP1H,King,Seattle,WA,98122,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,43,240788187,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008402
JN1AZ0CPXB,Kitsap,Kingston,WA,98346,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,23,194667490,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090102
5YJ3E1EB3N,King,Seattle,WA,98109,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,207065092,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701
5YJSA1H15F,Kitsap,Bremerton,WA,98310,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,23,260352228,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080300
7SAYGDEF7N,Kitsap,Bainbridge Island,WA,98110,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,23,207138907,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090902
5YJSA1H17E,King,Lake Forest Park,WA,98155,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,46,262583996,POINT (-122.3175 47.7578146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021300
5YJ3E1EA7K,King,Seattle,WA,98125,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,46,235364825,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202
1C4JJXN64P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,237988019,POINT (-122.271716 47.452837),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200
5YJYGAEE7M,King,Kirkland,WA,98033,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,179283506,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
7FCTGAAA5P,King,Bellevue,WA,98004,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,241389774,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901
7SAYGDEE8P,Clark,La Center,WA,98629,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,227148589,POINT (-122.631475 45.887713),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040201
3FA6P0PUXE,King,Kirkland,WA,98033,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,45,165246469,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401
7SAXCBE62P,Snohomish,Marysville,WA,98271,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39,251007774,POINT (-122.214081 48.102812),PUGET SOUND ENERGY INC,53061052808
KNAGV4LD4H,King,Kirkland,WA,98034,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,45,141952982,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003
7SAYGDEE3P,Kitsap,Seabeck,WA,98380,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,35,261054895,POINT (-122.8728334 47.5798304),PUGET SOUND ENERGY INC,53035091301
1G1FX6S06P,King,Des Moines,WA,98148,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,227347319,POINT (-122.32863 47.46233),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028700
JN1BF0BA8P,King,Tukwila,WA,98178,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,11,251009587,POINT (-122.2453 47.499708),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026200
5YJSA1E64N,King,Kirkland,WA,98034,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,186833804,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906
KM8K23AG2P,Clark,Vancouver,WA,98683,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,224662007,POINT (-122.515805 45.604689),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041328
5YJ3E1EA1K,King,Kirkland,WA,98034,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,45,477660606,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
1C4JJXR69P,Island,Coupeville,WA,98239,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,10,235921248,POINT (-122.6591616 48.1982108),PUGET SOUND ENERGY INC,53029971000
7SAYGDEF5N,King,Bellevue,WA,98007,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,208630523,POINT (-122.147385 47.599975),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604
2C4RC1N74J,King,Redmond,WA,98052,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,45,260192124,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323
1G1FY6S02P,Cowlitz,Woodland,WA,98674,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,20,251935820,POINT (-122.73125 45.923065),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001501
7SAYGDEE7P,King,Covington,WA,98042,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,47,221148308,POINT (-122.1145138 47.3581107),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031709
KNDCE3LG2K,Kitsap,Bremerton,WA,98312,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,35,132262056,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091301
WVGTMPE29N,King,Redmond,WA,98052,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,212392820,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330
5YJ3E1EB3N,King,Seattle,WA,98122,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,194317161,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
WVWPR7AU7K,Snohomish,Mukilteo,WA,98275,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,21,110026171,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061042001
5YJ3E1EB5N,King,Redmond,WA,98052,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,187038568,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605
WVGGNPE28M,King,Seattle,WA,98133,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,187160116,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400
2C4RC1N72L,Clark,Vancouver,WA,98684,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,17,126031475,POINT (-122.51692 45.6228),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041321
JTDKARFP6L,Clark,Brush Prairie,WA,98606,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,18,334671459,POINT (-122.4767202 45.7381698),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040603
JN1AZ0CP9C,Clark,Vancouver,WA,98684,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,17,207161769,POINT (-122.51692 45.6228),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041320
YV4H60DK8P,King,Seattle,WA,98103,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,0,36,217179924,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900
3FMTK1RM1N,Snohomish,Bothell,WA,98012,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,211673297,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052008
7PDSGABA6P,Clark,Brush Prairie,WA,98606,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,261429213,POINT (-122.4767202 45.7381698),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505
7SAYGDEE6P,King,Seattle,WA,98146,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,244971093,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012000
WBY1Z6C37H,King,Seattle,WA,98116,2017,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,34,109662598,POINT (-122.395519 47.572137),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009600
5YJYGDEF6M,King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,136848533,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
1N4AZ0CP4D,King,Auburn,WA,98002,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,47,245779320,POINT (-122.222855 47.305065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030504
1C4JJXP62P,King,Bellevue,WA,98006,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,41,221536892,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
5UXTS1C00M,King,Seattle,WA,98112,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,43,256350664,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
3FMTK3SU3N,King,Redmond,WA,98052,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,209059077,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
1G1FX6S00H,Clark,Vancouver,WA,98685,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,49,172378132,POINT (-122.70302 45.703706),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904
5YJ3E1EA0N,King,Bellevue,WA,98006,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,207897980,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001
